Unnamed: 0;env;Total_Ticks;Total_Steps;Fight_Num;result;fight_time;iteration;Up;Down;Left;Right;Punch (A);Kick (B);Hurricane Kick;Hadouken;Damage Up;Damage Down;Damage Left;Damage Right;Damage Punch;Damage Kick;Damage Hurricane;Damage Hadouken;total_reward;damage_taken;rounds_won;rounds_lost;stun_time;total_damage_dealt
0;0x000002640ACCF100;6760;1349;0;0;20;1;210;225;223;233;246;212;0;0;50;49;37;22;71;13;0;0;-43.0;383;0;2;332;292
1;0x000002640ACCF100;13495;2695;0;0;77;1;236;201;219;242;240;208;0;0;63;13;43;93;21;29;0;0;146.5;261;0;2;251;325
2;0x000002640ACCF100;18935;3782;0;0;58;1;158;211;192;173;172;181;0;0;17;11;15;0;72;20;0;0;-85.7;276;0;2;292;152
3;0x000002640ACCF100;25845;5163;0;0;80;1;243;232;192;239;247;228;0;0;65;25;41;24;63;18;0;0;90.4;272;0;2;258;301
4;0x000002640ACCF100;32520;6497;0;0;58;1;211;221;215;219;252;216;0;0;47;27;35;31;28;32;0;0;62.0;417;1;2;310;247
5;0x000002640ACCF100;40135;8019;0;0;72;1;254;260;260;264;252;232;0;0;54;9;9;81;50;45;0;0;39.5;371;1;2;321;302
6;0x000002640ACCF100;47740;9538;0;0;60;2;110;209;279;151;330;267;0;0;34;14;31;33;31;51;0;0;23.0;390;1;2;297;228
7;0x000002640ACCF100;53995;10788;0;1;68;2;98;199;302;143;278;230;0;0;75;20;78;30;41;28;0;0;1460.0;232;2;0;157;347
8;0x000002640ACCF100;61255;12239;0;0;67;2;117;218;325;176;322;293;0;0;34;31;34;36;60;108;0;0;174.9;408;1;2;277;337
9;0x000002640ACCF100;69205;13828;0;0;78;2;135;269;316;165;434;270;0;0;41;35;42;34;84;11;0;0;108.1;411;1;2;265;288
10;0x000002640ACCF100;73445;14675;0;1;37;2;63;145;180;95;189;175;0;0;22;54;55;22;47;70;0;0;1620.7;63;2;0;44;292
11;0x000002640ACCF100;79035;15792;0;0;60;2;83;171;242;123;274;224;0;0;13;33;37;0;44;46;0;0;-13.0;260;0;2;232;186
12;0x000002640ACCF100;87310;17445;0;0;55;3;84;163;264;111;277;162;0;0;2;51;104;6;60;0;0;0;12.7;286;0;2;275;225
13;0x000002640ACCF100;93145;18611;0;1;61;3;76;144;322;118;269;237;0;0;6;0;111;19;55;87;0;0;1513.5;228;2;0;200;284
14;0x000002640ACCF100;97870;19555;0;1;45;3;59;137;242;111;218;177;0;0;36;71;46;32;31;51;0;0;1591.1;138;2;0;131;303
15;0x000002640ACCF100;102945;20569;0;1;51;3;79;134;258;108;267;168;0;0;40;28;88;6;86;35;0;0;1568.6;172;2;0;128;323
16;0x000002640ACCF100;108550;21689;0;1;59;3;69;153;340;107;265;186;0;0;0;15;145;38;46;25;0;0;1421.2;261;2;0;242;269
17;0x000002640ACCF100;114250;22828;0;0;61;3;102;130;292;129;292;194;0;0;20;30;51;18;21;57;0;0;-19.8;278;0;2;242;217
18;0x000002640ACCF100;122015;24380;0;0;76;3;113;188;395;174;383;299;0;0;24;29;32;68;59;95;0;0;243.0;324;1;2;280;331
19;0x000002640ACCF100;128550;25685;0;0;59;4;1;101;262;4;560;181;0;0;0;27;28;5;105;41;0;0;0.4;272;0;2;254;206
20;0x000002640ACCF100;135345;27043;0;1;60;4;5;125;330;29;627;242;0;0;0;40;111;0;198;29;0;0;1578.7;260;2;1;213;378
21;0x000002640ACCF100;144585;28890;0;0;98;4;6;152;391;81;885;332;0;0;0;16;62;0;261;41;0;0;351.7;367;1;2;362;380
22;0x000002640ACCF100;155725;31117;0;1;78;4;5;214;515;13;1081;399;0;0;3;27;34;4;266;167;0;0;1587.7;461;2;1;394;504
23;0x000002640ACCF100;160690;32109;0;1;49;4;2;84;214;9;508;175;0;0;0;61;16;0;160;30;0;0;1523.2;186;2;0;141;267
24;0x000002640ACCF100;172220;34413;0;1;81;5;3;200;423;28;786;205;0;0;0;2;196;0;124;44;0;0;1481.1;366;2;1;302;366
25;0x000002640ACCF100;177220;35412;0;1;49;5;3;142;233;70;441;110;0;0;0;54;62;12;100;48;0;0;1529.5;209;2;0;153;276
26;0x000002640ACCF100;181560;36279;0;1;39;5;2;127;171;46;412;109;0;0;0;25;77;0;115;51;0;0;1631.8;125;2;0;63;268
27;0x000002640ACCF100;189770;37920;0;0;82;5;6;213;378;50;779;215;0;0;0;21;96;0;236;43;0;0;357.2;349;1;2;319;396
28;0x000002640ACCF100;194315;38828;0;1;42;5;1;121;236;14;410;126;0;0;0;70;63;0;106;28;0;0;1644.8;58;2;0;47;267
29;0x000002640ACCF100;199315;39827;0;0;34;5;3;128;215;9;480;164;0;0;0;9;71;0;72;32;0;0;-26.8;411;1;2;260;184
30;0x000002640ACCF100;211550;42272;0;0;57;6;3;235;421;7;391;255;0;0;0;73;89;0;82;39;0;0;112.2;423;1;2;260;283
31;0x000002640ACCF100;219825;43926;0;0;83;6;3;287;565;12;448;339;0;0;0;51;145;0;85;63;0;0;306.6;376;1;2;307;344
32;0x000002640ACCF100;227995;45559;0;1;82;6;3;263;565;54;416;332;0;0;0;71;119;19;101;92;0;0;1681.7;322;2;1;243;402
33;0x000002640ACCF100;236590;47277;0;0;87;6;3;283;587;18;482;345;0;0;0;58;178;0;88;50;0;0;227.5;381;1;2;288;374
34;0x000002640ACCF100;243970;48752;0;0;69;6;2;239;521;13;400;300;0;0;0;47;114;0;89;105;0;0;251.9;395;1;2;235;355
35;0x000002640ACCF100;251175;50191;0;1;52;7;2;102;384;11;347;193;0;0;0;17;72;0;129;55;0;0;1485.8;166;2;0;106;273
36;0x000002640ACCF100;256300;51215;0;1;51;7;0;97;381;10;341;195;0;0;0;32;93;0;115;39;0;0;1516.1;183;2;0;149;279
37;0x000002640ACCF100;261595;52273;0;1;54;7;1;83;443;5;349;177;0;0;0;16;136;0;48;68;0;0;1591.6;159;2;0;112;268
38;0x000002640ACCF100;269360;53825;0;0;74;7;1;155;681;6;382;327;0;0;0;64;170;0;72;48;0;0;300.0;370;1;2;297;354
39;0x000002640ACCF100;273805;54713;0;1;40;7;2;61;335;18;326;146;0;0;14;2;86;0;99;74;0;0;1481.6;171;2;0;134;289
40;0x000002640ACCF100;279600;55871;0;1;61;7;2;94;477;15;376;194;0;0;0;26;107;0;99;41;0;0;1452.3;233;2;0;206;273
41;0x000002640ACCF100;291555;58260;0;1;43;8;1;139;358;18;286;114;0;0;0;26;132;1;98;29;0;0;1542.2;187;2;0;115;286
42;0x000002640ACCF100;298895;59727;0;0;69;8;7;181;524;16;512;227;0;0;0;14;99;0;134;71;0;0;227.8;399;1;2;275;318
43;0x000002640ACCF100;306500;61247;0;1;72;8;4;188;553;26;507;242;0;0;0;62;166;1;131;39;0;0;1660.9;258;2;1;221;399
44;0x000002640ACCF100;314990;62944;0;1;85;8;4;217;509;13;629;325;0;0;0;50;108;0;185;38;0;0;1530.9;305;2;1;230;381
45;0x000002640ACCF100;323710;64687;0;0;89;8;6;211;609;93;587;237;0;0;0;59;153;0;160;48;0;0;420.5;353;1;2;253;420
46;0x000002640ACCF100;334590;66861;0;0;57;9;6;120;498;4;460;237;0;0;0;20;159;0;105;75;0;0;334.6;274;1;2;220;359
47;0x000002640ACCF100;338945;67731;0;1;39;9;6;79;325;2;312;146;0;0;1;35;93;0;128;22;0;0;1627.6;79;2;0;47;280
48;0x000002640ACCF100;346210;69183;0;0;67;9;6;100;601;20;485;240;0;0;0;26;109;0;108;109;0;0;303.3;354;1;2;286;352
49;0x000002640ACCF100;352195;70379;0;0;48;9;3;89;414;9;430;251;0;0;0;37;115;0;121;36;0;0;199.5;406;1;2;299;309
50;0x000002640ACCF100;357250;71389;0;1;50;9;3;160;338;2;358;149;0;0;0;38;130;0;93;15;0;0;1473.3;201;2;0;157;276
51;0x000002640ACCF100;363845;72707;0;1;74;9;6;74;486;19;510;223;0;0;0;2;132;0;91;55;0;0;1418.2;264;2;0;224;280
52;0x000002640ACCF100;376505;75237;0;0;72;10;17;60;423;0;785;224;0;0;2;11;175;0;85;49;0;0;248.0;349;1;2;298;324
53;0x000002640ACCF100;385320;76999;0;0;91;10;31;87;596;1;824;223;0;0;1;19;93;0;143;98;0;0;204.9;385;1;2;310;355
54;0x000002640ACCF100;393490;78632;0;0;81;10;70;56;519;2;770;216;0;0;11;0;42;0;266;47;0;0;320.7;355;1;2;321;377
55;0x000002640ACCF100;400805;80094;0;0;69;10;38;57;450;1;733;183;0;0;0;27;147;0;171;29;0;0;288.9;351;1;2;322;374
56;0x000002640ACCF100;404920;80916;0;0;37;10;1;33;218;0;444;126;0;0;0;0;37;0;114;0;0;0;-116.1;277;0;2;242;151
57;0x000002640ACCF100;419020;83734;0;0;95;11;161;18;771;1;852;11;0;0;0;0;209;0;180;0;0;0;336.5;346;1;2;300;389
58;0x000002640ACCF100;427825;85494;0;0;92;11;78;9;730;2;932;9;0;0;0;0;150;0;215;0;0;0;198.2;373;1;2;332;365
59;0x000002640ACCF100;435690;87066;0;0;76;11;65;6;732;0;765;4;0;0;3;0;188;0;176;0;0;0;230.6;357;1;2;329;370
60;0x000002640ACCF100;445285;88984;0;0;103;11;427;11;702;2;773;3;0;0;32;0;155;0;225;0;0;0;325.5;360;1;2;316;444
61;0x000002640ACCF100;456225;91170;0;0;55;12;11;0;398;0;646;3;0;0;0;0;28;0;198;0;0;0;-3.1;273;0;2;269;226
62;0x000002640ACCF100;462050;92334;0;0;63;12;166;0;476;0;520;2;0;0;0;0;38;0;206;0;0;0;20.0;282;0;2;217;244
63;0x000002640ACCF100;468735;93670;0;0;59;12;15;1;471;2;843;4;0;0;0;0;143;0;219;0;0;0;169.5;329;1;2;272;362
64;0x000002640ACCF100;474270;94776;0;0;59;12;69;0;520;0;515;2;0;0;0;0;35;0;222;0;0;0;20.5;280;0;2;243;257
65;0x000002640ACCF100;480020;95925;0;0;44;12;11;3;558;1;572;4;0;0;0;0;94;0;112;0;0;0;1.9;397;1;2;247;206
66;0x000002640ACCF100;484755;96871;0;0;46;12;10;0;415;0;518;3;0;0;0;0;64;0;198;0;0;0;19.2;262;0;2;223;262
67;0x000002640ACCF100;497660;99450;0;0;44;13;12;6;349;2;766;11;0;0;0;0;74;0;141;0;0;0;-6.4;410;1;2;288;215
68;0x000002640ACCF100;506035;101124;0;1;84;13;35;4;397;6;1001;231;0;0;0;0;86;0;293;32;0;0;1481.0;377;2;1;373;411
69;0x000002640ACCF100;512970;102510;0;1;63;13;16;1;469;3;801;96;0;0;0;0;58;0;210;34;0;0;1330.5;377;2;1;305;302
70;0x000002640ACCF100;517650;103445;0;1;44;13;28;2;265;0;564;76;0;0;0;0;56;0;182;36;0;0;1491.9;184;2;0;136;274
71;0x000002640ACCF100;523240;104562;0;1;59;13;80;2;251;2;587;195;0;0;25;0;43;0;203;10;0;0;1468.3;228;2;0;174;306
72;0x000002640ACCF100;531365;106186;0;1;80;13;55;5;514;3;981;66;0;0;23;0;65;4;268;3;0;0;1446.7;344;2;1;339;386
73;0x000002640ACCF100;537400;107391;0;1;41;14;9;1;247;0;588;50;0;0;14;0;60;0;196;7;0;0;1505.5;164;2;0;121;291
74;0x000002640ACCF100;546480;109206;0;1;96;14;13;2;495;3;996;306;0;0;4;0;40;0;298;20;0;0;1356.6;402;2;1;381;366
75;0x000002640ACCF100;557075;111324;0;1;56;14;20;4;648;2;1061;383;0;0;12;0;171;0;261;43;0;0;1599.5;404;2;1;397;499
76;0x000002640ACCF100;565670;113042;0;1;87;14;6;3;417;0;1155;137;0;0;0;0;31;0;294;39;0;0;1459.7;321;2;1;284;364
77;0x000002640ACCF100;579395;115785;0;1;56;15;2;0;287;0;617;191;0;0;0;0;45;0;206;23;0;0;1409.8;233;2;0;194;274
78;0x000002640ACCF100;583885;116682;0;1;42;15;0;1;230;1;572;93;0;0;0;0;75;0;167;31;0;0;1506.8;182;2;0;129;273
79;0x000002640ACCF100;588965;117697;0;0;52;15;0;1;247;0;760;7;0;0;0;0;67;0;144;0;0;0;-36.6;262;0;2;258;211
80;0x000002640ACCF100;597615;119426;0;1;88;15;1;0;337;1;991;399;0;0;0;0;99;0;263;39;0;0;1506.6;343;2;1;301;401
81;0x000002640ACCF100;605245;120951;0;0;73;15;2;1;396;0;941;185;0;0;0;0;167;0;206;4;0;0;190.0;394;1;2;342;377
82;0x000002640ACCF100;614005;122702;0;1;90;15;0;0;424;0;925;402;0;0;0;0;75;0;266;32;0;0;1412.8;353;2;1;260;373
83;0x000002640ACCF100;622170;124333;0;1;68;16;0;2;317;0;886;248;0;0;0;0;50;0;291;34;0;0;1389.0;364;2;1;322;375
84;0x000002640ACCF100;632510;126400;0;1;114;16;1;0;433;0;968;665;0;0;0;0;56;0;276;27;0;0;1378.6;344;2;1;268;359
85;0x000002640ACCF100;638585;127614;0;1;66;16;2;0;313;1;551;347;0;0;0;0;56;0;195;23;0;0;1427.4;189;2;0;164;274
86;0x000002640ACCF100;643715;128639;0;1;51;16;0;1;165;0;679;180;0;0;0;0;14;0;239;24;0;0;1472.9;222;2;0;175;277
87;0x000002640ACCF100;647410;129377;0;1;29;16;1;2;118;0;513;104;0;0;0;0;36;0;206;29;0;0;1492.6;185;2;0;125;271
88;0x000002640ACCF100;653380;130570;0;1;64;16;1;1;200;2;519;470;0;0;0;0;47;0;197;33;0;0;1429.3;187;2;0;136;277
89;0x000002640ACCF100;661490;132190;0;1;59;17;1;0;262;0;766;89;0;0;0;0;54;0;207;8;0;0;1430.3;239;2;0;200;269
90;0x000002640ACCF100;668625;133616;0;0;66;17;4;9;345;0;734;334;0;0;0;0;0;0;247;28;0;0;64.1;402;1;2;311;275
91;0x000002640ACCF100;679155;135721;0;1;72;17;8;6;479;2;1259;351;0;0;0;0;87;0;319;33;0;0;1366.3;521;2;1;455;439
92;0x000002640ACCF100;685100;136909;0;0;48;17;5;0;313;0;815;55;0;0;0;0;81;0;241;4;0;0;226.3;299;1;2;251;326
93;0x000002640ACCF100;692960;138480;0;0;77;17;2;2;573;0;886;108;0;0;0;0;64;0;272;31;0;0;216.9;375;1;2;337;367
94;0x000002640ACCF100;704835;140853;0;1;78;18;5;3;596;1;801;183;0;0;0;0;142;0;213;27;0;0;1491.6;330;2;1;279;382
95;0x000002640ACCF100;712200;142325;0;1;69;18;1;4;545;0;777;145;0;0;0;0;141;0;179;37;0;0;1435.5;370;2;1;346;357
96;0x000002640ACCF100;719525;143789;0;1;69;18;2;3;593;0;757;109;0;0;0;0;159;0;174;26;0;0;1470.0;323;2;1;317;359
97;0x000002640ACCF100;725295;144942;0;0;46;18;0;0;419;0;732;2;0;0;0;0;90;0;181;0;0;0;186.5;325;1;2;253;271
98;0x000002640ACCF100;730490;145980;0;0;36;18;1;3;418;0;599;17;0;0;0;0;99;0;145;0;0;0;9.9;415;1;2;263;244
99;0x000002640ACCF100;742615;148403;0;1;45;19;2;0;313;99;490;43;0;0;0;0;95;26;146;0;0;0;1447.5;226;2;0;191;267
100;0x000002640ACCF100;750135;149906;0;1;71;19;4;1;578;9;771;140;0;0;0;0;111;3;196;50;0;0;1412.4;309;2;1;319;360
101;0x000002640ACCF100;758545;151587;0;1;85;19;8;1;567;21;744;340;0;0;0;0;212;0;145;40;0;0;1502.9;274;2;1;220;397
102;0x000002640ACCF100;763400;152557;0;1;47;19;2;1;263;3;457;244;0;0;0;0;135;4;113;26;0;0;1446.8;191;2;0;153;278
103;0x000002640ACCF100;770460;153968;0;0;65;19;5;2;622;14;753;15;0;0;0;0;131;0;142;0;0;0;101.7;388;1;2;315;273
104;0x000002640ACCF100;776845;155244;0;0;54;19;2;1;415;37;699;122;0;0;0;0;120;0;177;35;0;0;260.7;303;1;2;262;332
105;0x000002640ACCF100;784995;156872;0;0;49;20;6;1;576;5;635;1;0;0;0;0;120;0;121;0;0;0;74.3;410;1;2;316;241
106;0x000002640ACCF100;790750;158022;0;1;61;20;35;0;326;3;592;194;0;0;0;0;58;0;191;27;0;0;1482.5;195;2;0;168;276
107;0x000002640ACCF100;799115;159694;0;0;83;20;12;1;591;28;819;221;0;0;0;0;115;0;273;16;0;0;296.7;352;1;2;338;404
108;0x000002640ACCF100;804585;160787;0;1;57;20;16;1;377;18;553;128;0;0;0;0;102;4;153;20;0;0;1428.1;234;2;0;205;279
109;0x000002640ACCF100;812985;162466;0;0;85;20;5;0;705;39;915;15;0;0;0;0;150;0;215;0;0;0;236.1;357;1;2;331;365
110;0x000002640ACCF100;819735;163815;0;0;59;20;23;0;494;12;688;132;0;0;12;0;115;0;228;20;0;0;239.4;310;1;2;232;387
111;0x000002640ACCF100;825365;164939;0;1;57;21;2;38;360;0;530;169;0;0;0;0;126;0;128;25;0;0;1454.7;218;2;0;151;279
112;0x000002640ACCF100;830325;165930;0;1;49;21;2;32;448;0;392;117;0;0;0;0;128;0;133;19;0;0;1499.4;196;2;0;207;280
113;0x000002640ACCF100;835400;166944;0;0;51;21;1;78;479;5;448;3;0;0;0;0;125;0;120;0;0;0;16.4;275;0;2;295;245
114;0x000002640ACCF100;840390;167941;0;0;51;21;1;3;498;0;494;1;0;0;0;0;86;0;112;0;0;0;-47.9;281;0;2;261;198
115;0x000002640ACCF100;849630;169788;0;1;98;21;0;24;672;2;839;310;0;0;0;0;232;0;161;19;0;0;1485.7;348;2;1;366;412
116;0x000002640ACCF100;858405;171542;0;1;91;21;3;43;685;0;755;268;0;0;0;3;126;0;186;38;0;0;1419.6;374;2;1;345;353
117;0x000002640ACCF100;867495;173358;0;0;75;22;0;21;831;1;469;4;0;0;0;0;111;0;111;0;0;0;1.1;279;0;2;289;222
118;0x000002640ACCF100;875995;175057;0;0;87;22;1;151;798;2;603;144;0;0;0;0;178;0;213;29;0;0;341.7;302;1;2;315;420
119;0x000002640ACCF100;881130;176083;0;1;52;22;1;34;436;0;373;182;0;0;0;0;113;0;142;28;0;0;1516.5;154;2;0;145;283
120;0x000002640ACCF100;886400;177136;0;0;38;22;2;58;522;2;441;28;0;0;0;0;90;0;188;10;0;0;109.6;399;1;2;254;288
121;0x000002640ACCF100;892800;178415;0;0;72;22;0;52;815;0;412;0;0;0;0;0;129;0;119;0;0;0;33.9;273;0;2;254;248
122;0x000002640ACCF100;900585;179971;0;0;76;22;3;62;928;0;561;2;0;0;0;0;124;0;151;0;0;0;96.5;389;1;2;388;275
123;0x000002640ACCF100;910310;181914;0;0;86;23;4;72;926;2;682;4;0;0;0;0;123;0;180;0;0;0;130.8;391;1;2;381;303
124;0x000002640ACCF100;918065;183464;0;1;75;23;2;8;556;0;788;196;0;0;0;0;173;0;206;17;0;0;1603.3;230;2;1;208;396
125;0x000002640ACCF100;923275;184505;0;0;36;23;0;65;524;16;431;5;0;0;0;0;104;0;96;0;0;0;21.4;405;1;2;283;200
126;0x000002640ACCF100;930810;186011;0;1;72;23;1;14;655;5;691;140;0;0;0;0;188;0;175;24;0;0;1538.3;313;2;1;232;387
127;0x000002640ACCF100;936705;187189;0;1;63;23;1;29;413;0;401;334;0;0;0;13;79;0;174;19;0;0;1518.0;117;2;0;96;285
128;0x000002640ACCF100;951525;190151;0;0;89;24;5;47;632;5;674;372;0;0;0;0;198;0;187;28;0;0;357.8;322;1;2;280;413
129;0x000002640ACCF100;955990;191043;0;1;41;24;2;11;440;0;403;36;0;0;0;0;119;0;146;12;0;0;1540.3;127;2;0;102;277
130;0x000002640ACCF100;962910;192426;0;1;78;24;6;15;309;0;344;709;0;0;0;0;159;0;106;17;0;0;1472.3;116;2;0;96;282
131;0x000002640ACCF100;970250;193893;0;0;69;24;1;15;830;1;606;14;0;0;0;0;170;0;178;8;0;0;283.7;303;1;2;259;356
132;0x000002640ACCF100;974560;194754;0;1;39;24;6;15;388;0;411;41;0;0;4;9;121;0;117;25;0;0;1548.5;120;2;0;87;280
133;0x000002640ACCF100;982240;196289;0;0;73;24;3;16;772;0;693;51;0;0;0;0;170;0;190;0;0;0;321.3;291;1;2;238;360
134;0x000002640ACCF100;989485;197736;0;1;59;25;2;16;495;3;550;62;0;0;0;4;111;0;145;11;0;0;1449.1;181;2;0;124;271
135;0x000002640ACCF100;994685;198775;0;1;52;25;1;6;361;0;386;285;0;0;0;0;127;0;135;22;0;0;1534.1;137;2;0;97;284
136;0x000002640ACCF100;1001090;200055;0;0;54;25;2;28;503;3;620;124;0;0;0;0;160;0;191;25;0;0;319.7;313;1;2;275;376
137;0x000002640ACCF100;1009535;201743;0;1;85;25;2;11;816;6;748;105;0;0;0;0;194;0;170;33;0;0;1525.4;268;2;1;267;397
138;0x000002640ACCF100;1015285;202892;0;1;60;25;0;21;401;0;534;193;0;0;0;0;127;0;122;24;0;0;1460.1;206;2;0;191;273
139;0x000002640ACCF100;1020240;203882;0;1;49;25;0;5;434;2;473;76;0;0;0;0;98;0;159;26;0;0;1545.5;135;2;0;110;283
140;0x000002640ACCF100;1029365;205705;0;1;42;26;0;4;320;0;429;152;0;0;0;0;93;0;161;21;0;0;1542.4;113;2;0;90;275
141;0x000002640ACCF100;1037990;207429;0;1;89;26;3;31;609;1;779;301;0;0;0;0;161;0;211;42;0;0;1562.9;362;2;1;287;414
142;0x000002640ACCF100;1045240;208878;0;1;83;26;0;52;319;0;487;591;0;0;0;0;59;0;199;26;0;0;1463.3;197;2;0;138;284
143;0x000002640ACCF100;1049630;209755;0;1;39;26;1;6;305;0;476;89;0;0;0;0;84;0;175;18;0;0;1497.8;154;2;0;105;277
144;0x000002640ACCF100;1055610;210950;0;1;65;26;0;14;330;0;523;328;0;0;0;16;61;0;185;18;0;0;1480.9;170;2;0;124;280
145;0x000002640ACCF100;1061690;212165;0;1;65;26;2;28;416;0;411;358;0;0;0;0;74;0;189;23;0;0;1434.9;237;2;0;195;286
146;0x000002640ACCF100;1069940;213813;0;1;36;27;1;21;290;0;436;73;0;0;0;0;66;0;192;24;0;0;1556.1;146;2;0;104;282
147;0x000002640ACCF100;1075980;215020;0;0;49;27;0;130;487;0;572;18;0;0;0;0;111;0;108;0;0;0;22.2;405;1;2;321;219
148;0x000002640ACCF100;1084645;216752;0;0;90;27;1;61;429;0;976;265;0;0;0;8;119;0;224;15;0;0;246.7;384;1;2;361;366
149;0x000002640ACCF100;1092270;218276;0;0;74;27;2;18;445;1;1050;8;0;0;0;0;82;0;286;0;0;0;313.3;362;1;2;285;368
150;0x000002640ACCF100;1097045;219230;0;1;46;27;2;28;340;0;530;54;0;0;0;0;67;0;191;24;0;0;1523.1;186;2;0;157;282
151;0x000002640ACCF100;1103420;220504;0;0;54;27;3;5;376;0;889;1;0;0;0;0;55;0;254;0;0;0;185.1;328;1;2;333;309
152;0x000002640ACCF100;1110950;222008;0;1;36;28;1;36;373;0;388;26;0;0;0;0;143;0;136;0;0;0;1562.1;168;2;0;123;279
153;0x000002640ACCF100;1116885;223194;0;1;63;28;2;52;478;0;393;261;0;0;0;0;108;0;159;12;0;0;1461.3;197;2;0;164;279
154;0x000002640ACCF100;1121895;224195;0;1;49;28;2;66;462;0;426;45;0;0;0;4;144;0;107;15;0;0;1480.2;221;2;0;188;270
155;0x000002640ACCF100;1130190;225853;0;1;85;28;1;207;688;0;571;191;0;0;0;2;217;0;178;31;0;0;1602.0;261;2;1;250;428
156;0x000002640ACCF100;1135985;227011;0;0;63;28;0;78;636;0;428;16;0;0;0;0;171;0;106;0;0;0;41.7;285;0;2;221;277
157;0x000002640ACCF100;1143310;228475;0;1;69;28;1;63;640;0;732;28;0;0;0;0;163;0;217;19;0;0;1547.1;341;2;1;282;399
158;0x000002640ACCF100;1151200;230051;0;0;26;29;0;0;668;1;5;1;0;0;0;0;0;0;0;0;0;0;-281.9;262;0;2;260;0
159;0x000002640ACCF100;1154580;230726;0;0;26;29;0;0;670;1;4;0;0;0;0;0;0;0;0;0;0;0;-281.9;262;0;2;260;0
160;0x000002640ACCF100;1159220;231653;0;0;45;29;2;0;921;1;2;1;0;0;0;0;0;0;0;0;0;0;-300.0;280;0;2;455;0
161;0x000002640ACCF100;1162600;232328;0;0;26;29;1;1;669;0;4;0;0;0;0;0;0;0;0;0;0;0;-281.9;262;0;2;260;0
162;0x000002640ACCF100;1165980;233003;0;0;26;29;0;0;669;1;5;0;0;0;0;0;0;0;0;0;0;0;-281.9;262;0;2;260;0
163;0x000002640ACCF100;1169360;233678;0;0;26;29;0;0;670;0;5;0;0;0;0;0;0;0;0;0;0;0;-281.9;262;0;2;260;0
164;0x000002640ACCF100;1172740;234353;0;0;26;29;1;0;668;0;6;0;0;0;0;0;0;0;0;0;0;0;-281.9;262;0;2;260;0
165;0x000002640ACCF100;1176120;235028;0;0;26;29;1;0;671;0;3;0;0;0;0;0;0;0;0;0;0;0;-281.9;262;0;2;260;0
